genome,fragment,original_removed_start,original_removed_stop,original_removed_length,inserted_gene_id,inserted_gene_header,inserted_gene_length,inserted_start,inserted_stop,strand
Akkermansia_muciniphila,Akkermansia_muciniphila,1706143,1706439,297,MEG_3648|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LSAE,MEG_3648|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LSAE,804,1706143,1706946,+
Bacteroides_fragilis,Bacteroides_fragilis,48906,50831,1926,MEG_8232|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LPTD,MEG_8232|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LPTD,2349,48906,51254,+
Bacteroides_fragilis,Bacteroides_fragilis,380286,381188,903,MEG_2653|Metals|Copper_resistance|Copper_resistance_protein|DNAK,MEG_2653|Metals|Copper_resistance|Copper_resistance_protein|DNAK,1878,380709,382586,+
Bacteroides_fragilis,Bacteroides_fragilis,402236,403441,1206,MEG_3494|Drugs|betalactams|Class_A_betalactamases|KPC,MEG_3494|Drugs|betalactams|Class_A_betalactamases|KPC,882,403634,404515,+
Bacteroides_fragilis,Bacteroides_fragilis,403466,403978,513,MEG_2038|Metals|Copper_resistance|Copper_resistance_protein|COPB,MEG_2038|Metals|Copper_resistance|Copper_resistance_protein|COPB,981,404540,405520,+
Bacteroides_fragilis,Bacteroides_fragilis,1825829,1827158,1330,MEG_5772|Biocides|Peroxide_resistance|peroxide_resistance_regulator|PERR,MEG_5772|Biocides|Peroxide_resistance|peroxide_resistance_regulator|PERR,447,1827371,1827817,+
Bifidobacterium_adolescentis,Bifidobacterium_adolescentis,1255962,1256299,338,MEG_7838|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_SMR_efflux_pump|YKKC,MEG_7838|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_SMR_efflux_pump|YKKC,339,1255962,1256300,+
Bifidobacterium_adolescentis,Bifidobacterium_adolescentis,1470793,1474093,3301,MEG_2802|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,MEG_2802|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,738,1470794,1471531,+
Bifidobacterium_adolescentis,Bifidobacterium_adolescentis,1956215,1957669,1455,MEG_498|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ACTA,MEG_498|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ACTA,1626,1953653,1955278,+
Clostridioides_difficile,Clostridium_difficille,367386,368324,939,MEG_6157|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,MEG_6157|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,525,367386,367910,+
Clostridioides_difficile,Clostridium_difficille,888451,888792,342,MEG_1705|Metals|Chromium_resistance|Chromium_resistance_protein|CHRA,MEG_1705|Metals|Chromium_resistance|Chromium_resistance_protein|CHRA,1251,888037,889287,+
Clostridioides_difficile,Clostridium_difficille,890676,891249,574,MEG_4200|Metals|Nickel_resistance|Nickel_resistance_protein|NIXA,MEG_4200|Metals|Nickel_resistance|Nickel_resistance_protein|NIXA,927,891171,892097,+
