genome,fragment,original_removed_start,original_removed_stop,original_removed_length,inserted_gene_id,inserted_gene_header,inserted_gene_length,inserted_start,inserted_stop,strand
Akkermansia_muciniphila,Akkermansia_muciniphila,1706143,1706439,297,MEG_7235|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,MEG_7235|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,1920,1706143,1708062,+
Bacteroides_fragilis,Bacteroides_fragilis,48906,50831,1926,MEG_7247|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETZ,MEG_7247|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETZ,1251,48906,50156,+
Bacteroides_fragilis,Bacteroides_fragilis,380286,381188,903,MEG_1467|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|BLTR,MEG_1467|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|BLTR,822,379611,380432,+
Bacteroides_fragilis,Bacteroides_fragilis,402236,403441,1206,MEG_10008|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB,MEG_10008|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB,4029,401480,405508,+
Bacteroides_fragilis,Bacteroides_fragilis,403466,403978,513,MEG_3253|Biocides|Acid_resistance|Acid_resistance_protein|HDEA,MEG_3253|Biocides|Acid_resistance|Acid_resistance_protein|HDEA,333,405533,405865,+
Bacteroides_fragilis,Bacteroides_fragilis,1825829,1827158,1330,MEG_7821|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|YFEA,MEG_7821|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|YFEA,969,1827716,1828684,+
Bifidobacterium_adolescentis,Bifidobacterium_adolescentis,1255962,1256299,338,MEG_6141|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|RPOS,MEG_6141|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|RPOS,1029,1255962,1256990,+
Bifidobacterium_adolescentis,Bifidobacterium_adolescentis,1470793,1474093,3301,MEG_11236|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRE,MEG_11236|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRE,645,1471484,1472128,+
Bifidobacterium_adolescentis,Bifidobacterium_adolescentis,1956215,1957669,1455,MEG_6588|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,MEG_6588|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,840,1954250,1955089,+
Clostridioides_difficile,Clostridium_difficille,367386,368324,939,MEG_7819|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|YDEO,MEG_7819|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|YDEO,762,367386,368147,+
Clostridioides_difficile,Clostridium_difficille,888451,888792,342,MEG_7868|Metals|Zinc_resistance|Zinc_resistance_regulator|ZUR,MEG_7868|Metals|Zinc_resistance|Zinc_resistance_regulator|ZUR,516,888274,888789,+
Clostridioides_difficile,Clostridium_difficille,890676,891249,574,MEG_2839|Drugs|MLS|23S_rRNA_methyltransferases|ERMO,MEG_2839|Drugs|MLS|23S_rRNA_methyltransferases|ERMO,780,890673,891452,+
Clostridioides_difficile,Clostridium_difficille,1184042,1184551,510,MEG_6595|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,MEG_6595|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,840,1184245,1185084,+
Clostridioides_difficile,Clostridium_difficille,1430567,1431034,468,MEG_6956|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERB,MEG_6956|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERB,369,1431100,1431468,+
Clostridioides_difficile,Clostridium_difficille,1482656,1483981,1326,MEG_7831|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YGIW,MEG_7831|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YGIW,393,1483090,1483482,+
Clostridioides_difficile,Clostridium_difficille,1677480,1679313,1834,MEG_3132|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|GESA,MEG_3132|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|GESA,1227,1676981,1678207,+
Clostridioides_difficile,Clostridium_difficille,1679574,1680674,1101,MEG_154|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,MEG_154|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,441,1678468,1678908,+
Clostridioides_difficile,Clostridium_difficille,1681495,1683633,2139,MEG_963|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,MEG_963|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,792,1679729,1680520,+
Clostridioides_difficile,Clostridium_difficille,1779516,1780253,738,MEG_3669|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,MEG_3669|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,1626,1776403,1778028,+
Clostridioides_difficile,Clostridium_difficille,2731316,2732968,1653,MEG_6089|Drugs|Rifampin|Rifampin_phosphotransferase|RPH,MEG_6089|Drugs|Rifampin|Rifampin_phosphotransferase|RPH,2655,2729091,2731745,+
Clostridium_perfringens,Clostridium_perfringens.final.genome,968146,969852,1707,MEG_6157|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,MEG_6157|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,525,968146,968670,+
Clostridium_perfringens,Clostridium_perfringens.final.genome,3124924,3126633,1710,MEG_7392|Drugs|Glycopeptides|VanG-type_resistance_protein|VANG,MEG_7392|Drugs|Glycopeptides|VanG-type_resistance_protein|VANG,1101,3123742,3124842,+
Enterococcus_faecalis,Enterococcus_faecalis,110300,110794,495,MEG_5802|Multi-compound|Drug_and_metal_resistance|Drug_and_metal_MFS_efflux_pumps|PMRG,MEG_5802|Multi-compound|Drug_and_metal_resistance|Drug_and_metal_MFS_efflux_pumps|PMRG,606,110300,110905,+
